transaction_id,customer_id,timestamp,amount,merchant_category,location,hour,is_night,location_mismatch,fraud_probability,predicted_fraud,is_fraud
TXN0006064,CUST00255,2025-03-09 05:25:00,112.77,Mobile Money Transfer,Sikasso,5,1,0,0.03410289807709094,0,0
TXN0001167,CUST00286,2025-03-09 05:27:00,386.37,Mobile Money Transfer,Mopti,5,1,0,0.06823949638521033,0,0
TXN0010765,CUST00085,2025-03-09 05:29:00,107.88,Online Retail,Abroad - USA,5,1,1,0.9574825944902432,1,1
TXN0016051,CUST00446,2025-03-09 05:31:00,22.46,Online Retail,Mopti,5,1,0,0.022674480665915504,0,0
TXN0005028,CUST00377,2025-03-09 05:46:00,309.01,Utilities,Abroad - Other,5,1,1,0.3381176132132122,0,0
TXN0008203,CUST00102,2025-03-09 05:52:00,296.63,Electronics,Segou,5,1,0,0.07779700930771295,0,0
TXN0009947,CUST00161,2025-03-09 05:53:00,36.98,Fuel,Bamako,5,1,0,0.05217740714722999,0,0
TXN0009069,CUST00255,2025-03-09 06:06:00,122.2,Cash Withdrawal,Sikasso,6,0,0,0.0354708757921862,0,0
TXN0006795,CUST00229,2025-03-09 07:22:00,971.3,Groceries,Segou,7,0,0,0.03885539610776908,0,0
TXN0014783,CUST00205,2025-03-09 07:23:00,36.94,Online Retail,Kayes,7,0,0,0.07012736221004517,0,0
TXN0004261,CUST00311,2025-03-09 08:21:00,42.62,Groceries,Abroad - Europe,8,0,1,0.3772427480522956,0,0
TXN0014672,CUST00216,2025-03-09 08:25:00,276.89,Electronics,Sikasso,8,0,0,0.0714314012413633,0,0
TXN0011316,CUST00428,2025-03-09 09:00:00,144.88,Electronics,Segou,9,0,0,0.07942948748279974,0,0
TXN0003761,CUST00154,2025-03-09 09:08:00,414.93,Restaurant,Mopti,9,0,0,0.09777607591834275,0,0
TXN0014808,CUST00443,2025-03-09 09:29:00,24.64,Mobile Money Transfer,Mopti,9,0,0,0.028471371774389256,0,0
TXN0008658,CUST00029,2025-03-09 09:56:00,286.23,Groceries,Kayes,9,0,0,0.07239481470903186,0,0
TXN0006195,CUST00200,2025-03-09 10:33:00,35.54,Fuel,Kayes,10,0,0,0.03468036921432743,0,0
TXN0004356,CUST00363,2025-03-09 10:43:00,96.26,Groceries,Mopti,10,0,0,0.06913928060803802,0,0
TXN0007476,CUST00026,2025-03-09 11:09:00,39.01,Restaurant,Mopti,11,0,0,0.030296471062237592,0,0
TXN0006481,CUST00352,2025-03-09 11:32:00,81.34,Fuel,Sikasso,11,0,0,0.061273407345425523,0,0
TXN0009647,CUST00312,2025-03-09 12:13:00,74.36,Online Retail,Segou,12,0,0,0.054404953982416494,0,0
TXN0017535,CUST00055,2025-03-09 12:18:00,100.37,Utilities,Mopti,12,0,0,0.028912378089111675,0,0
TXN0018031,CUST00015,2025-03-09 12:35:00,56.43,Other,Sikasso,12,0,0,0.026762676733600544,0,0
TXN0004732,CUST00265,2025-03-09 12:35:00,170.23,Restaurant,Kayes,12,0,0,0.06255572889398565,0,0
TXN0017734,CUST00347,2025-03-09 12:57:00,129.13,Online Retail,Abroad - Europe,12,0,1,0.4402252835542269,0,0
TXN0008791,CUST00361,2025-03-09 13:20:00,370.08,Mobile Money Transfer,Segou,13,0,0,0.10667120254462911,0,0
TXN0012784,CUST00104,2025-03-09 13:33:00,53.38,Mobile Money Transfer,Segou,13,0,0,0.041654845355420515,0,0
TXN0007013,CUST00457,2025-03-09 13:38:00,172.9,Fuel,Bamako,13,0,0,0.09616085463697482,0,0
TXN0016264,CUST00333,2025-03-09 13:39:00,13.48,Groceries,Sikasso,13,0,1,0.16058516008648568,0,0
TXN0008052,CUST00393,2025-03-09 13:53:00,29.11,Electronics,Sikasso,13,0,0,0.14319363766858773,0,0
TXN0009464,CUST00200,2025-03-09 14:12:00,16.51,Travel,Kayes,14,0,0,0.04884561001031204,0,0
TXN0010088,CUST00367,2025-03-09 14:37:00,78.26,Groceries,Segou,14,0,0,0.07017630058855293,0,0
TXN0006213,CUST00231,2025-03-09 14:56:00,263.37,Electronics,Sikasso,14,0,0,0.11771618202008424,0,0
TXN0013210,CUST00324,2025-03-09 14:59:00,245.51,Utilities,Kayes,14,0,0,0.03274778745895444,0,0
TXN0014622,CUST00138,2025-03-09 15:28:00,67.47,Mobile Money Transfer,Bamako,15,0,0,0.056664210991454,0,0
TXN0006892,CUST00480,2025-03-09 15:30:00,70.43,Cash Withdrawal,Segou,15,0,0,0.08781012972947924,0,0
TXN0008640,CUST00158,2025-03-09 15:33:00,159.27,Utilities,Mopti,15,0,0,0.03965607311204125,0,0
TXN0001783,CUST00480,2025-03-09 16:05:00,158.14,Groceries,Segou,16,0,0,0.08098681175128558,0,0
TXN0019952,CUST00320,2025-03-09 17:02:00,233.49,Utilities,Mopti,17,0,0,0.041744525563932496,0,0
TXN0013852,CUST00104,2025-03-09 17:19:00,25.5,Groceries,Segou,17,0,0,0.048115034526818506,0,0
TXN0019786,CUST00182,2025-03-09 17:34:00,30.16,Groceries,Kayes,17,0,0,0.05265300924829139,0,0
TXN0013661,CUST00041,2025-03-09 17:58:00,166.33,Mobile Money Transfer,Sikasso,17,0,0,0.17436219811233095,0,0
TXN0013370,CUST00342,2025-03-09 18:11:00,57.5,Online Retail,Mopti,18,0,0,0.04701582395876607,0,0
TXN0003996,CUST00349,2025-03-09 18:31:00,440.09,Online Retail,Sikasso,18,0,0,0.20521032329870803,0,0
TXN0014029,CUST00324,2025-03-09 18:53:00,352.21,Electronics,Kayes,18,0,0,0.11307724912099879,0,0
TXN0004677,CUST00477,2025-03-09 19:09:00,14.93,Online Retail,Kayes,19,0,0,0.027271851958913875,0,0
TXN0005091,CUST00259,2025-03-09 19:23:00,82.78,Cash Withdrawal,Sikasso,19,0,0,0.07954487949489805,0,0
TXN0003373,CUST00046,2025-03-09 19:25:00,241.66,Utilities,Bamako,19,0,0,0.042711419883639766,0,0
TXN0007942,CUST00437,2025-03-09 19:26:00,44.9,Groceries,Segou,19,0,0,0.03627528075119769,0,0
TXN0015190,CUST00457,2025-03-09 19:31:00,94.79,Electronics,Bamako,19,0,0,0.08127761483611326,0,0
TXN0007255,CUST00257,2025-03-09 19:37:00,224.25,Fuel,Segou,19,0,0,0.1581734929185894,0,0
TXN0006274,CUST00035,2025-03-09 19:38:00,356.81,Mobile Money Transfer,Kayes,19,0,0,0.14867492843256233,0,0
TXN0018845,CUST00265,2025-03-09 20:10:00,97.19,Utilities,Kayes,20,0,0,0.04448840538289279,0,0
TXN0006389,CUST00348,2025-03-09 20:12:00,337.05,Utilities,Mopti,20,0,0,0.03431896243242171,0,0
TXN0014489,CUST00149,2025-03-09 20:30:00,623.25,Utilities,Sikasso,20,0,0,0.07154230037217328,0,0
TXN0017363,CUST00397,2025-03-09 20:59:00,1111.63,Travel,Kayes,20,0,0,0.04434843687971208,0,0
TXN0016799,CUST00247,2025-03-09 21:09:00,97.82,Groceries,Segou,21,0,0,0.08937610352468257,0,0
TXN0005988,CUST00210,2025-03-09 21:20:00,10.6,Restaurant,Sikasso,21,0,0,0.0418908649284437,0,0
TXN0004672,CUST00198,2025-03-09 21:22:00,126.66,Travel,Sikasso,21,0,0,0.04905315177954447,0,0
TXN0010027,CUST00388,2025-03-09 21:37:00,355.64,Fuel,Sikasso,21,0,0,0.05355420973481923,0,0
TXN0019513,CUST00255,2025-03-09 21:38:00,214.85,Mobile Money Transfer,Sikasso,21,0,0,0.3105350805121425,0,0
TXN0001973,CUST00002,2025-03-09 21:51:00,89.07,Utilities,Sikasso,21,0,0,0.03529833957723168,0,0
TXN0015622,CUST00233,2025-03-09 22:18:00,106.65,Travel,Mopti,22,0,0,0.05864698993169712,0,0
TXN0003825,CUST00376,2025-03-09 22:21:00,55.07,Utilities,Kayes,22,0,0,0.016032412302379548,0,0
TXN0017468,CUST00001,2025-03-09 22:22:00,339.49,Travel,Mopti,22,0,0,0.04609854951723903,0,0
TXN0015233,CUST00019,2025-03-09 22:24:00,124.89,Fuel,Mopti,22,0,0,0.08938377872186691,0,0
TXN0008692,CUST00271,2025-03-09 22:29:00,175.54,Other,Sikasso,22,0,0,0.1574410565896874,0,0
TXN0010669,CUST00121,2025-03-09 22:34:00,31.82,Utilities,Sikasso,22,0,0,0.018456624040258284,0,0
TXN0014373,CUST00133,2025-03-09 22:38:00,183.67,Electronics,Mopti,22,0,0,0.11064811722407003,0,0
TXN0001904,CUST00292,2025-03-09 22:56:00,45.06,Utilities,Bamako,22,0,0,0.028314232515268548,0,0
TXN0013479,CUST00000,2025-03-09 23:11:00,53.47,Cash Withdrawal,Sikasso,23,1,0,0.02718430693887065,0,0
TXN0012410,CUST00169,2025-03-09 23:58:00,140.91,Travel,Sikasso,23,1,0,0.02517631225720987,0,0
TXN0004643,CUST00325,2025-03-09 23:59:00,249.24,Mobile Money Transfer,Kayes,23,1,0,0.11895351668071605,0,0
TXN0011019,CUST00103,2025-03-10 00:23:00,119.28,Mobile Money Transfer,Mopti,0,1,0,0.07867489251993641,0,0
TXN0004554,CUST00407,2025-03-10 00:32:00,65.59,Travel,Kayes,0,1,0,0.026810161650114236,0,0
TXN0014062,CUST00258,2025-03-10 00:37:00,233.11,Online Retail,Bamako,0,1,0,0.12455452789664212,0,0
TXN0018920,CUST00048,2025-03-10 00:48:00,146.02,Other,Bamako,0,1,0,0.06277957559552695,0,0
TXN0007059,CUST00421,2025-03-10 00:50:00,56.71,Electronics,Sikasso,0,1,0,0.014639101933722526,0,0
TXN0014270,CUST00136,2025-03-10 01:22:00,70.09,Online Retail,Bamako,1,1,0,0.09366138865448405,0,0
TXN0013832,CUST00234,2025-03-10 01:38:00,122.41,Mobile Money Transfer,Segou,1,1,0,0.10497124566541839,0,0
TXN0019416,CUST00155,2025-03-10 01:40:00,86.13,Groceries,Sikasso,1,1,0,0.028560975330931312,0,0
TXN0017410,CUST00282,2025-03-10 01:49:00,181.69,Groceries,Mopti,1,1,0,0.05531682875830967,0,0
TXN0019927,CUST00001,2025-03-10 01:53:00,255.42,Utilities,Mopti,1,1,0,0.09371777063066407,0,0
TXN0013268,CUST00368,2025-03-10 02:07:00,35.84,Utilities,Bamako,2,1,0,0.058786879155859624,0,0
TXN0007127,CUST00385,2025-03-10 02:10:00,38.5,Cash Withdrawal,Segou,2,1,0,0.014616255918690169,0,0
TXN0015203,CUST00460,2025-03-10 02:17:00,79.06,Groceries,Kayes,2,1,0,0.03685197222735435,0,0
TXN0015125,CUST00423,2025-03-10 02:23:00,230.93,Fuel,Bamako,2,1,0,0.07322081283062776,0,0
TXN0018511,CUST00434,2025-03-10 02:29:00,339.64,Utilities,Abroad - USA,2,1,1,0.24761122420504075,0,0
TXN0016170,CUST00187,2025-03-10 02:31:00,68.91,Travel,Mopti,2,1,0,0.04374090765026345,0,0
TXN0006820,CUST00432,2025-03-10 03:20:00,28.75,Fuel,Bamako,3,1,0,0.03696155925489369,0,0
TXN0016421,CUST00042,2025-03-10 03:51:00,106.45,Groceries,Bamako,3,1,0,0.044182115251601754,0,0
TXN0004846,CUST00349,2025-03-10 03:56:00,984.49,Online Retail,Sikasso,3,1,0,0.024600170093935066,0,0
TXN0012958,CUST00147,2025-03-10 04:11:00,17.35,Utilities,Segou,4,1,0,0.0416897622345249,0,0
TXN0008276,CUST00032,2025-03-10 04:26:00,249.11,Fuel,Abroad - Other,4,1,1,0.5508723241569227,1,0
TXN0017997,CUST00346,2025-03-10 04:36:00,148.53,Fuel,Mopti,4,1,0,0.037334126572995764,0,0
TXN0018915,CUST00402,2025-03-10 04:47:00,341.49,Other,Mopti,4,1,0,0.05010553886275444,0,0
TXN0001682,CUST00469,2025-03-10 05:16:00,158.85,Fuel,Mopti,5,1,0,0.028893360178003206,0,0
TXN0017521,CUST00359,2025-03-10 05:19:00,111.37,Electronics,Kayes,5,1,0,0.025263383424686613,0,0
TXN0019265,CUST00374,2025-03-10 05:29:00,111.45,Groceries,Segou,5,1,0,0.030024118578794792,0,0
TXN0006640,CUST00419,2025-03-10 05:52:00,24.04,Utilities,Sikasso,5,1,0,0.04284098188035757,0,0
TXN0002786,CUST00414,2025-03-10 05:56:00,117.13,Travel,Bamako,5,1,0,0.05305962701395904,0,0
TXN0011012,CUST00253,2025-03-10 05:59:00,364.13,Mobile Money Transfer,Mopti,5,1,0,0.050826148946837325,0,0
TXN0011891,CUST00217,2025-03-10 07:07:00,98.92,Restaurant,Kayes,7,0,0,0.11020269195083657,0,0
TXN0005758,CUST00439,2025-03-10 07:24:00,22.88,Other,Kayes,7,0,1,0.2132218518563772,0,0
TXN0000652,CUST00325,2025-03-10 07:57:00,70.7,Fuel,Kayes,7,0,0,0.027338560953230673,0,0
TXN0008201,CUST00110,2025-03-10 08:56:00,104.02,Groceries,Mopti,8,0,0,0.09878288927167676,0,0
TXN0006589,CUST00350,2025-03-10 09:13:00,261.7,Mobile Money Transfer,Segou,9,0,0,0.15663827601484612,0,0
TXN0010618,CUST00015,2025-03-10 09:18:00,241.36,Mobile Money Transfer,Sikasso,9,0,0,0.100318688990186,0,0
TXN0011017,CUST00459,2025-03-10 09:20:00,106.44,Groceries,Sikasso,9,0,0,0.07797751899345914,0,0
TXN0003487,CUST00252,2025-03-10 09:30:00,25.35,Cash Withdrawal,Bamako,9,0,0,0.024195871891905887,0,0
TXN0007565,CUST00348,2025-03-10 10:00:00,189.83,Groceries,Mopti,10,0,0,0.19923053311261388,0,0
TXN0009387,CUST00273,2025-03-10 10:20:00,259.33,Mobile Money Transfer,Mopti,10,0,0,0.17118202982590008,0,0
TXN0014176,CUST00270,2025-03-10 10:43:00,85.74,Groceries,Sikasso,10,0,0,0.12849761377727753,0,0
TXN0009939,CUST00234,2025-03-10 10:52:00,57.74,Travel,Segou,10,0,0,0.014221435469478369,0,0
TXN0007136,CUST00046,2025-03-10 10:55:00,316.84,Restaurant,Bamako,10,0,0,0.0723937117358491,0,0
TXN0007364,CUST00415,2025-03-10 11:03:00,87.38,Restaurant,Mopti,11,0,0,0.057973189275926075,0,0
TXN0007558,CUST00095,2025-03-10 11:04:00,73.21,Groceries,Segou,11,0,0,0.07009975615944834,0,0
TXN0001826,CUST00161,2025-03-10 12:17:00,6.25,Other,Bamako,12,0,0,0.01824227419833404,0,0
TXN0006023,CUST00292,2025-03-10 12:21:00,156.76,Fuel,Bamako,12,0,0,0.07861233779614145,0,0
TXN0009360,CUST00413,2025-03-10 12:21:00,147.47,Restaurant,Segou,12,0,0,0.0708627981752532,0,0
TXN0001711,CUST00481,2025-03-10 12:34:00,165.1,Electronics,Bamako,12,0,0,0.09070456701994686,0,0
TXN0015518,CUST00005,2025-03-10 12:42:00,249.08,Utilities,Sikasso,12,0,0,0.03420461489949329,0,0
TXN0005374,CUST00203,2025-03-10 13:11:00,57.14,Travel,Kayes,13,0,0,0.017036056506369544,0,0
TXN0018681,CUST00130,2025-03-10 13:21:00,277.98,Electronics,Mopti,13,0,0,0.08555772757373102,0,0
TXN0004531,CUST00151,2025-03-10 13:36:00,31.13,Online Retail,Bamako,13,0,0,0.051170041097255696,0,0
TXN0003605,CUST00361,2025-03-10 13:45:00,267.23,Fuel,Segou,13,0,0,0.06314626199397529,0,0
TXN0013903,CUST00273,2025-03-10 13:45:00,68.5,Electronics,Mopti,13,0,0,0.045361447045471376,0,0
TXN0004539,CUST00449,2025-03-10 13:56:00,135.82,Other,Mopti,13,0,1,0.16962201696041715,0,0
TXN0019022,CUST00208,2025-03-10 14:10:00,214.36,Electronics,Segou,14,0,1,0.22626390032971547,0,0
TXN0017988,CUST00193,2025-03-10 14:11:00,344.72,Mobile Money Transfer,Abroad - Europe,14,0,1,0.9804958173071799,1,1
TXN0009532,CUST00045,2025-03-10 14:40:00,25.36,Utilities,Mopti,14,0,0,0.04530615558523236,0,0
TXN0010323,CUST00363,2025-03-10 16:08:00,1378.86,Utilities,Mopti,16,0,0,0.04410641469238177,0,0
TXN0012905,CUST00383,2025-03-10 16:19:00,205.39,Cash Withdrawal,Segou,16,0,0,0.12323033460735955,0,0
TXN0001192,CUST00490,2025-03-10 16:24:00,73.52,Electronics,Bamako,16,0,0,0.07464487588544477,0,0
TXN0011272,CUST00334,2025-03-10 16:31:00,27.06,Utilities,Sikasso,16,0,0,0.012812619121189178,0,0
TXN0010401,CUST00464,2025-03-10 16:46:00,437.93,Other,Sikasso,16,0,0,0.039067548656995896,0,0
TXN0005323,CUST00159,2025-03-10 17:37:00,140.88,Utilities,Bamako,17,0,0,0.078337027168605,0,0
TXN0018112,CUST00151,2025-03-10 17:50:00,166.61,Utilities,Bamako,17,0,0,0.04165519690226024,0,0
TXN0006107,CUST00421,2025-03-10 18:29:00,117.27,Other,Sikasso,18,0,0,0.040051446291766775,0,0
TXN0018242,CUST00183,2025-03-10 18:51:00,408.29,Cash Withdrawal,Mopti,18,0,0,0.11171410645769402,0,0
TXN0018907,CUST00402,2025-03-10 18:54:00,249.68,Groceries,Mopti,18,0,0,0.22014868683351702,0,0
TXN0007121,CUST00295,2025-03-10 19:29:00,431.02,Utilities,Kayes,19,0,0,0.051393707794283955,0,0
TXN0002831,CUST00235,2025-03-10 19:31:00,208.98,Cash Withdrawal,Sikasso,19,0,0,0.07357559650679173,0,0
TXN0011499,CUST00467,2025-03-10 19:52:00,175.68,Mobile Money Transfer,Mopti,19,0,0,0.13706644166481152,0,0
TXN0019302,CUST00494,2025-03-10 19:55:00,147.24,Electronics,Sikasso,19,0,0,0.09577735076576246,0,0
TXN0002433,CUST00094,2025-03-10 20:06:00,358.11,Mobile Money Transfer,Kayes,20,0,0,0.14201424025995713,0,0
TXN0017784,CUST00285,2025-03-10 20:19:00,1372.11,Mobile Money Transfer,Abroad - USA,20,0,1,0.9991128846563692,1,1
TXN0017537,CUST00169,2025-03-10 20:22:00,68.67,Groceries,Sikasso,20,0,0,0.047030555947462534,0,0
TXN0014669,CUST00255,2025-03-10 20:40:00,56.49,Travel,Sikasso,20,0,0,0.040683570163336055,0,0
TXN0002255,CUST00272,2025-03-10 21:00:00,100.91,Fuel,Mopti,21,0,0,0.0637720026326304,0,0
TXN0002654,CUST00447,2025-03-10 21:09:00,61.32,Online Retail,Segou,21,0,0,0.06198656202578401,0,0
TXN0006545,CUST00239,2025-03-10 21:17:00,48.79,Cash Withdrawal,Sikasso,21,0,0,0.03468280924706081,0,0
TXN0008259,CUST00411,2025-03-10 21:35:00,2154.58,Cash Withdrawal,Mopti,21,0,0,0.047910245903640764,0,0
TXN0009714,CUST00019,2025-03-10 21:42:00,825.03,Fuel,Mopti,21,0,0,0.0787303603162374,0,0
TXN0015121,CUST00010,2025-03-10 22:01:00,286.5,Electronics,Mopti,22,0,1,0.17676252610432008,0,0
TXN0019653,CUST00418,2025-03-10 22:25:00,166.25,Travel,Segou,22,0,0,0.05888316797079721,0,0
TXN0007904,CUST00493,2025-03-10 22:31:00,112.64,Utilities,Mopti,22,0,0,0.059014186915091145,0,0
TXN0005286,CUST00207,2025-03-10 23:00:00,263.67,Mobile Money Transfer,Sikasso,23,1,0,0.07850797590770092,0,0
TXN0001154,CUST00153,2025-03-10 23:14:00,120.41,Other,Segou,23,1,0,0.03551391051884273,0,0
TXN0019897,CUST00047,2025-03-10 23:22:00,247.45,Utilities,Segou,23,1,0,0.03841851406335315,0,0
TXN0004919,CUST00209,2025-03-10 23:44:00,67.63,Fuel,Mopti,23,1,0,0.007183515716972412,0,0
TXN0006699,CUST00178,2025-03-11 00:22:00,84.15,Online Retail,Bamako,0,1,0,0.05238543234261797,0,0
TXN0002633,CUST00354,2025-03-11 00:28:00,126.62,Other,Kayes,0,1,0,0.032790857327378846,0,0
TXN0012912,CUST00333,2025-03-11 01:07:00,58.78,Other,Kayes,1,1,0,0.027005082856000364,0,0
TXN0014799,CUST00247,2025-03-11 01:24:00,750.75,Restaurant,Segou,1,1,0,0.10226562609991108,0,0
TXN0013899,CUST00264,2025-03-11 01:38:00,43.52,Other,Kayes,1,1,0,0.017294802826118442,0,0
TXN0002214,CUST00494,2025-03-11 01:39:00,476.16,Groceries,Sikasso,1,1,0,0.04646701262947815,0,0
TXN0013032,CUST00436,2025-03-11 02:17:00,203.16,Utilities,Sikasso,2,1,0,0.020039870800472072,0,0
TXN0007502,CUST00407,2025-03-11 02:36:00,123.75,Groceries,Kayes,2,1,0,0.05311535710820748,0,0
TXN0001557,CUST00087,2025-03-11 02:58:00,36.65,Restaurant,Bamako,2,1,0,0.06249735990533733,0,0
TXN0011504,CUST00097,2025-03-11 03:54:00,17.63,Utilities,Segou,3,1,0,0.1017665346510486,0,0
TXN0015682,CUST00422,2025-03-11 04:15:00,757.36,Electronics,Kayes,4,1,0,0.01694323455297037,0,0
TXN0017001,CUST00215,2025-03-11 04:37:00,594.31,Other,Sikasso,4,1,0,0.029481530041423648,0,0
TXN0005505,CUST00176,2025-03-11 06:19:00,63.71,Other,Sikasso,6,0,0,0.037857795008170984,0,0
TXN0008711,CUST00288,2025-03-11 07:07:00,20.29,Online Retail,Bamako,7,0,0,0.0368392243596239,0,0
TXN0000796,CUST00152,2025-03-11 07:08:00,1900.84,Mobile Money Transfer,Mopti,7,0,0,0.10185094563731659,0,0
TXN0006471,CUST00212,2025-03-11 07:33:00,293.4,Restaurant,Bamako,7,0,0,0.1993403122398388,0,0
TXN0010923,CUST00074,2025-03-11 07:56:00,6.61,Online Retail,Sikasso,7,0,0,0.03457643831095977,0,0
TXN0012155,CUST00487,2025-03-11 08:04:00,1714.17,Mobile Money Transfer,Abroad - Other,8,0,1,0.9989516925423522,1,1
TXN0005038,CUST00068,2025-03-11 08:13:00,39.99,Restaurant,Segou,8,0,0,0.042580723377086314,0,0
TXN0011962,CUST00118,2025-03-11 08:51:00,548.49,Cash Withdrawal,Kayes,8,0,0,0.09381784123005595,0,0
TXN0011849,CUST00153,2025-03-11 08:57:00,307.59,Electronics,Segou,8,0,0,0.07429440122773806,0,0
TXN0018095,CUST00107,2025-03-11 08:57:00,1225.06,Electronics,Sikasso,8,0,0,0.0318720275769265,0,0
TXN0001850,CUST00440,2025-03-11 08:59:00,393.37,Online Retail,Segou,8,0,1,0.29983387969598035,0,0
TXN0017228,CUST00152,2025-03-11 09:20:00,466.96,Online Retail,Mopti,9,0,0,0.15614871117768828,0,0
TXN0002817,CUST00032,2025-03-11 09:21:00,26.76,Cash Withdrawal,Mopti,9,0,0,0.02430629412521503,0,0
TXN0010181,CUST00198,2025-03-11 09:22:00,181.02,Cash Withdrawal,Sikasso,9,0,0,0.12772790306749132,0,0
TXN0003089,CUST00328,2025-03-11 09:27:00,89.61,Groceries,Segou,9,0,0,0.10386080899680161,0,0
TXN0009942,CUST00114,2025-03-11 10:03:00,335.39,Utilities,Mopti,10,0,0,0.06878521409153289,0,0
TXN0018578,CUST00042,2025-03-11 10:09:00,5.02,Travel,Bamako,10,0,0,0.058624540650748715,0,0
TXN0004310,CUST00431,2025-03-11 10:10:00,48.01,Fuel,Segou,10,0,0,0.03424691112057885,0,0
TXN0016838,CUST00133,2025-03-11 10:17:00,166.52,Restaurant,Mopti,10,0,0,0.10778315620593887,0,0
TXN0018773,CUST00021,2025-03-11 10:19:00,797.13,Utilities,Sikasso,10,0,0,0.04992602126123046,0,0
TXN0009867,CUST00323,2025-03-11 10:34:00,129.32,Electronics,Kayes,10,0,0,0.07491257794139808,0,0
TXN0015024,CUST00229,2025-03-11 11:00:00,205.53,Restaurant,Segou,11,0,0,0.05382413015328847,0,0
TXN0012933,CUST00193,2025-03-11 11:14:00,28.54,Cash Withdrawal,Kayes,11,0,0,0.024371233357656664,0,0
TXN0017200,CUST00181,2025-03-11 11:46:00,42.12,Electronics,Segou,11,0,1,0.08751212964424353,0,0
TXN0015445,CUST00241,2025-03-11 12:02:00,277.21,Fuel,Bamako,12,0,0,0.13052525465743745,0,1
TXN0015852,CUST00086,2025-03-11 12:49:00,188.42,Cash Withdrawal,Mopti,12,0,0,0.06144826935667987,0,0
TXN0005902,CUST00379,2025-03-11 13:06:00,142.41,Utilities,Mopti,13,0,0,0.05006611051401647,0,0
TXN0010695,CUST00089,2025-03-11 14:04:00,153.55,Utilities,Bamako,14,0,0,0.05674104903402093,0,0
TXN0004791,CUST00138,2025-03-11 14:35:00,135.36,Travel,Bamako,14,0,0,0.09080717108687521,0,0
TXN0008298,CUST00110,2025-03-11 14:41:00,5.31,Travel,Mopti,14,0,0,0.019707448810502282,0,0
TXN0018884,CUST00405,2025-03-11 15:46:00,129.46,Other,Kayes,15,0,0,0.06291085174828943,0,0
TXN0000731,CUST00487,2025-03-11 15:48:00,200.32,Online Retail,Segou,15,0,0,0.1786070621681005,0,0
TXN0011944,CUST00399,2025-03-11 16:03:00,282.66,Online Retail,Mopti,16,0,0,0.21583144528062476,0,0
TXN0001565,CUST00182,2025-03-11 16:04:00,47.11,Electronics,Kayes,16,0,0,0.0419147440251065,0,0
TXN0016300,CUST00128,2025-03-11 16:19:00,36.94,Utilities,Sikasso,16,0,0,0.04810589043910443,0,0
TXN0011256,CUST00077,2025-03-11 18:09:00,92.14,Utilities,Kayes,18,0,0,0.07634888117546054,0,0
TXN0015875,CUST00389,2025-03-11 18:12:00,69.37,Groceries,Mopti,18,0,0,0.06955957401968595,0,0
TXN0010776,CUST00155,2025-03-11 18:15:00,102.74,Cash Withdrawal,Sikasso,18,0,0,0.1373922604150081,0,0
TXN0008665,CUST00448,2025-03-11 18:19:00,246.12,Groceries,Kayes,18,0,0,0.20746482520472656,0,0
TXN0003938,CUST00020,2025-03-11 18:33:00,148.75,Mobile Money Transfer,Segou,18,0,0,0.18825451097687718,0,0
TXN0013942,CUST00284,2025-03-11 19:12:00,141.82,Electronics,Kayes,19,0,0,0.0836104456423957,0,0
TXN0002624,CUST00376,2025-03-11 19:26:00,44.84,Travel,Kayes,19,0,0,0.063205623106277,0,0
TXN0009899,CUST00062,2025-03-11 19:45:00,182.87,Utilities,Segou,19,0,0,0.03316240607641234,0,0
TXN0004963,CUST00231,2025-03-11 20:12:00,431.76,Groceries,Sikasso,20,0,0,0.10483595463400062,0,0
TXN0016234,CUST00493,2025-03-11 20:13:00,19.75,Online Retail,Mopti,20,0,0,0.027541114741104256,0,0
TXN0008889,CUST00382,2025-03-11 21:17:00,530.58,Fuel,Segou,21,0,0,0.09069558957524518,0,0
TXN0012508,CUST00075,2025-03-11 21:26:00,65.09,Utilities,Segou,21,0,0,0.07189971741767759,0,0
TXN0012598,CUST00328,2025-03-11 21:45:00,386.07,Fuel,Segou,21,0,0,0.10639378947258711,0,0
TXN0005542,CUST00433,2025-03-11 22:00:00,86.34,Electronics,Segou,22,0,0,0.06417993106041435,0,0
TXN0003153,CUST00318,2025-03-11 22:26:00,15.8,Travel,Bamako,22,0,0,0.06007172423453074,0,0
TXN0005573,CUST00310,2025-03-11 22:51:00,39.09,Online Retail,Bamako,22,0,0,0.024783930071667536,0,0
TXN0001833,CUST00118,2025-03-11 22:51:00,127.11,Restaurant,Kayes,22,0,0,0.06698069210437795,0,0
TXN0015719,CUST00246,2025-03-11 23:25:00,36.82,Online Retail,Sikasso,23,1,0,0.015361485097103209,0,0
TXN0002818,CUST00369,2025-03-11 23:37:00,74.39,Travel,Abroad - Europe,23,1,1,0.11950418823025838,0,0
TXN0010812,CUST00141,2025-03-11 23:51:00,115.85,Online Retail,Mopti,23,1,0,0.08701019634141706,0,0
TXN0011775,CUST00342,2025-03-12 00:46:00,69.2,Fuel,Mopti,0,1,0,0.021359704779124217,0,0
TXN0015375,CUST00075,2025-03-12 00:48:00,163.01,Restaurant,Segou,0,1,0,0.07272630531621647,0,0
TXN0005835,CUST00245,2025-03-12 00:49:00,477.11,Restaurant,Bamako,0,1,0,0.07656980078326402,0,0
