student_id,gender,major,study_hours_per_week,attendance_rate,prior_gpa,extracurricular_activities,part_time_job,final_gpa
STU00504,Male,Computer Engineering,3.5,87.4,3.35,0,0,2.08
STU00861,Male,Economics,10.1,57.5,2.54,0,1,2.14
STU00361,Male,Mathematics,3.6,71.2,3.47,0,0,2.54
STU00667,Female,ECONOMICS,2.8,87.7,2.23,0,0,1.89
STU00172,Male,Electrical Engineering,4.9,65.3,1.99,1,0,1.94
STU00732,F,Computer Engineering,6.9,55.4,1.3,0,0,1.3
STU01108,Male,Computer Engineering,9.3,74.2,2.18,0,0,2.22
STU00479,Female,Data Science,6.5,93.3,3.59,0,1,2.37
STU00129,M,Mathematics,4.9,92.0,3.73,0,0,1.68
STU00123,F,Business Administration,13.3,98.4,3.15,0,0,2.83
STU00818,Female,Mathematics,15.4,100.0,2.94,0,0,2.52
STU00730,m,MATHEMATICS,2.8,100.0,3.03,0,1,2.01
STU01077,Male,Electrical Engineering,4.6,57.4,3.66,0,1,1.65
STU00458,f,Business Administration,7.8,70.6,2.32,0,1,1.4
STU00138,F,Mathematics,3.6,86.6,4.0,0,1,2.44
STU00816,F,Data Science,7.9,100.0,3.13,0,1,2.37
STU00619,f,Data Science,3.5,42.0,2.28,1,0,1.36
STU00963,f,Business Administration,11.0,79.9,2.68,1,0,2.49
STU00806,F,Electrical Engineering,4.9,72.3,2.97,0,0,1.95
STU00512,Female,Mathematics,5.4,83.6,2.16,1,1,1.73
STU00620,Female,Mathematics,4.5,94.7,2.33,1,1,2.02
STU01113,F,Mathematics,4.1,85.2,3.19,1,1,2.09
STU00824,Female,Economics,7.5,76.8,1.62,1,0,1.84
STU00977,F,Mathematics,3.8,67.5,2.84,1,0,1.74
STU00356,F,Economics,7.6,100.0,1.96,1,0,2.09
STU00498,Male,Data Science,8.4,91.5,2.44,1,1,2.04
STU00832,Male,Data Science,10.2,74.3,1.96,1,1,1.48
STU00042,m,Business Administration,1.4,49.3,3.68,0,1,1.9
STU00526,m,Data Science,2.4,90.5,2.92,1,0,2.54
STU00869,Male,Economics,6.6,73.1,3.03,0,0,2.21
STU00792,f,Economics,7.3,82.3,3.98,0,0,2.75
STU00578,f,Electrical Engineering,4.6,76.3,3.43,0,0,1.65
STU00577,M,Electrical Engineering,3.9,75.3,2.48,0,0,1.8
STU00275,f,Data Science,1.9,100.0,2.55,0,0,2.5
STU00093,m,Business Administration,3.1,85.1,2.88,1,0,2.62
STU00952,M,Computer Engineering,5.1,61.6,2.68,0,0,1.49
STU00281,m,Electrical Engineering,3.0,75.7,2.77,0,0,2.09
STU01117,F,Mathematics,3.2,98.7,2.37,1,1,2.01
STU00602,f,Computer Engineering,4.9,100.0,3.08,0,1,2.35
STU00421,Female,Business Administration,4.5,82.8,2.81,0,0,1.69
STU00524,m,Computer Engineering,10.0,61.1,3.57,1,0,2.12
STU00925,Male,Mathematics,7.6,94.6,3.01,0,1,2.39
STU00737,Male,Business Administration,1.8,75.1,3.23,1,0,2.75
STU00976,F,Mathematics,3.8,89.8,3.23,1,0,2.51
STU00004,f,Mathematics,7.5,75.5,1.85,1,1,1.72
STU00447,Female,Computer Engineering,4.9,85.6,3.52,0,0,2.21
STU01016,F,Data Science,7.9,76.6,3.02,0,0,1.86
STU01121,m,Business Administration,5.5,84.7,2.91,0,1,2.14
STU00455,M,Economics,,,,1,1,1.66
STU00452,Male,Economics,3.3,75.6,3.41,0,0,2.34
STU00456,Female,Electrical Engineering,5.4,74.1,1.61,0,0,1.6
STU00327,m,Electrical Engineering,8.2,88.7,2.58,0,1,2.36
STU01164,Male,Computer Engineering,6.2,92.5,3.56,1,1,2.38
STU00153,Female,Computer Engineering,7.1,98.4,2.44,0,1,2.04
STU00793,F,Computer Engineering,5.6,76.1,1.71,1,1,1.74
STU00872,Male,Business Administration,9.2,91.3,2.22,0,1,2.04
STU00796,Male,Data Science,9.8,83.9,3.16,0,1,1.62
STU00384,m,Computer Engineering,10.0,84.9,2.77,0,0,2.08
STU00181,m,Mathematics,2.9,88.3,2.17,0,0,1.95
STU01174,F,Data Science,7.4,100.0,2.79,1,1,2.94
STU00995,Female,Mathematics,13.3,100.0,2.46,0,1,1.95
STU01004,m,Business Administration,1.9,80.5,3.73,1,0,2.26
STU00037,f,Economics,5.7,77.4,3.03,0,0,2.19
STU00401,Male,Business Administration,3.2,100.0,2.54,1,0,2.54
STU00469,Female,COMPUTER ENGINEERING,7.9,100.0,2.33,0,0,2.21
STU00151,Male,Economics,3.9,85.3,2.49,0,0,1.66
STU00323,M,Business Administration,6.4,90.8,3.73,1,0,2.52
STU00084,m,Economics,13.1,92.0,3.13,1,0,2.67
STU00583,M,Business Administration,12.0,63.7,3.63,1,1,1.83
STU00489,Male,Data Science,10.6,84.8,2.82,1,0,2.61
STU01044,Male,Computer Engineering,6.0,82.4,2.71,1,0,2.0
STU00537,Female,Mathematics,,,,0,0,1.98
STU00379,Female,Economics,4.0,87.4,2.54,0,0,2.57
STU00747,f,Data Science,4.3,81.0,3.36,0,0,2.08
STU00263,F,Economics,3.5,88.8,1.72,1,0,1.52
STU00760,Female,Economics,2.8,94.4,2.31,0,0,2.15
STU00108,M,Electrical Engineering,1.2,78.3,2.83,1,1,1.55
STU00653,F,Mathematics,2.6,72.6,3.11,1,0,1.94
STU00811,M,Economics,3.2,77.5,3.2,1,1,2.35
STU00495,m,Data Science,1.8,73.5,3.77,0,0,2.07
STU00660,f,ECONOMICS,5.6,98.5,3.23,1,1,2.37
STU01027,f,Business Administration,7.0,56.5,1.95,1,1,1.06
STU01199,M,Electrical Engineering,3.9,51.8,2.52,0,0,2.17
STU00948,F,Mathematics,7.6,71.1,2.78,1,1,1.69
STU01147,f,Data Science,4.3,100.0,2.44,0,0,1.82
STU00606,Male,Mathematics,2.5,72.4,2.86,0,1,1.43
STU00828,F,Data Science,4.8,78.2,3.35,1,0,2.52
STU01156,f,Business Administration,4.4,82.1,3.58,0,1,2.41
STU00692,Male, Electrical Engineering  ,7.1,98.0,3.26,0,1,2.58
STU01092,Female,Computer Engineering,,,,1,0,1.17
STU00935,f,Data Science,9.4,65.6,2.54,0,0,2.38
STU00163,M,Economics,7.1,75.0,3.55,1,1,2.12
STU00629,m,Computer Engineering,4.7,72.4,3.48,1,1,2.35
STU00959,F,Data Science,7.9,73.2,1.33,0,0,1.83
STU00178,M,Computer Engineering,3.6,91.4,3.12,1,0,2.7
STU00891,Male,Data Science,9.4,74.2,2.56,1,0,2.02
STU00995,Female,Mathematics,13.3,100.0,2.46,0,1,1.95
STU00253,f,Mathematics,5.0,79.7,3.09,1,0,2.22
STU01187,F,Mathematics,1.6,79.7,3.06,0,0,1.72
STU01180,Female,Business Administration,6.3,75.4,2.87,0,0,1.72
STU00448,F,Business Administration,8.2,79.6,1.68,0,0,1.45
STU00802,f,Computer Engineering,9.5,72.1,2.72,0,0,2.23
STU00956,Male,COMPUTER ENGINEERING,5.4,46.7,2.57,0,0,1.45
STU00087,M,Data Science,2.8,84.0,3.37,1,0,1.85
STU00641,Female,Computer Engineering,,,,1,1,1.81
STU00731,m,Mathematics,2.4,93.4,2.72,1,0,2.5
STU01169,M,Economics,7.3,75.6,2.31,0,0,1.8
STU00592,f,Economics,1.8,84.4,1.6,0,0,1.48
STU00573,Male,Electrical Engineering,7.6,82.3,3.07,0,1,2.37
STU00519,Female,Economics,5.6,87.2,2.8,1,0,2.11
STU00888,Male,Business Administration,2.9,76.6,2.58,0,1,1.85
STU00342,Male,Electrical Engineering,8.4,65.8,3.08,0,0,1.77
STU00296,F,Mathematics,6.2,61.9,2.43,1,0,1.95
STU00200,Male,Data Science,3.2,85.4,2.87,0,0,1.43
STU00375,F,Business Administration,0.3,74.0,2.21,1,0,1.54
STU00099,M,Computer Engineering,6.7,71.2,3.03,1,0,1.88
STU00612,Male,Electrical Engineering,6.5,86.1,2.04,0,0,2.25
STU00794,M,Economics,5.7,64.3,2.89,0,1,1.81
STU00336,M,Electrical Engineering,4.6,77.0,2.46,1,0,2.18
STU00179,m,Computer Engineering,3.2,77.2,2.65,1,0,1.51
STU00928,m,Business Administration,11.9,78.5,2.63,1,0,2.66
STU01191,f,Economics,21.7,73.8,3.58,0,1,2.71
STU00118,m,Electrical Engineering,7.0,68.9,3.62,0,0,2.82
STU01128,Female,Business Administration,3.3,100.0,3.11,0,0,2.26
STU01072,m, Data Science  ,3.3,87.7,2.46,1,0,1.89
STU00134,F,Business Administration,6.3,99.3,1.63,0,0,1.73
STU00485,f,Economics,1.4,85.5,2.71,0,0,2.13
STU00052,Female,Computer Engineering,3.9,100.0,2.86,0,1,1.99
STU00360,Male,Economics,8.0,100.0,2.62,0,0,2.21
STU00259,f,Computer Engineering,8.1,96.2,2.46,1,0,2.83
STU01146,F,COMPUTER ENGINEERING,,,,1,0,1.9
STU00693,F,Economics,3.8,77.9,2.71,0,0,1.7
STU00329,F,Economics,6.5,67.4,3.09,0,1,1.93
STU00297,M,Data Science,5.9,77.7,3.4,0,0,2.13
STU00561,M,Mathematics,13.0,65.1,3.52,1,0,2.72
STU00022,Female,Economics,1.3,70.4,3.4,0,0,2.17
STU00855,F,Electrical Engineering,6.6,96.9,1.83,0,0,1.55
STU00473,Female,Mathematics,5.3,100.0,3.22,0,0,2.51
STU00282,m,Electrical Engineering,7.1,72.5,0.68,1,0,1.28
STU00921,f,Business Administration,3.6,100.0,2.35,1,1,1.86
STU00616,F,Electrical Engineering,6.2,84.2,3.11,1,1,2.65
STU01181,m,Electrical Engineering,1.0,100.0,3.37,1,1,2.45
STU00773,F,Electrical Engineering,2.3,51.2,1.88,0,1,0.88
STU01184,m,Business Administration,5.8,84.6,3.34,1,0,2.36
STU00851,Male,Data Science,4.9,70.1,3.53,1,0,2.35
STU00467,m,Business Administration,6.5,67.3,2.75,1,1,1.59
STU00066,Male,Mathematics,8.3,90.7,2.69,0,0,2.91
STU00451,Female,Mathematics,5.3,89.2,2.35,1,1,1.75
STU01177,Female,Computer Engineering,5.5,30.8,3.11,0,0,1.79
STU00865,M,Electrical Engineering,8.2,100.0,2.77,1,0,2.49
STU00061,M,Data Science,5.4,82.9,1.71,1,1,2.06
STU00756,Female,Business Administration,3.6,95.9,3.71,0,0,2.61
STU00143,Female,Electrical Engineering,3.9,83.9,3.32,0,0,2.35
STU00430,M,Computer Engineering,,,,1,0,1.91
STU01172,m, Business Administration  ,3.3,55.1,3.42,0,1,1.67
STU00184,M,Electrical Engineering,10.1,100.0,2.79,0,1,2.11
STU00650,Female,DATA SCIENCE,2.3,82.0,2.88,1,0,1.98
STU00789,Female,Electrical Engineering,8.4,98.8,2.98,0,0,3.01
STU00797,Female,Electrical Engineering,15.1,71.5,2.8,1,0,2.59
STU00478,Male,Data Science,4.4,78.9,2.98,0,1,1.87
STU00532,Male,Mathematics,5.5,69.3,2.66,1,0,1.79
STU00409,F,Business Administration,15.5,87.2,3.6,0,1,2.7
STU00871,Female,Electrical Engineering,6.2,85.5,2.66,0,1,1.83
STU00557,M,Economics,4.1,84.2,2.6,0,0,1.93
STU00734,Male,Computer Engineering,5.3,85.3,2.75,0,0,1.81
STU00480,Female,Electrical Engineering,,,,0,0,1.7
STU00120,F,Business Administration,3.6,71.6,3.99,1,0,3.13
STU00089,f,Electrical Engineering,14.0,93.1,2.88,0,1,2.03
STU01179,F,Data Science,11.7,90.7,2.81,1,1,2.88
STU00820,m,Business Administration,1.8,100.0,2.57,0,0,1.57
STU00107,m,Electrical Engineering,15.3,67.2,2.6,1,0,2.05
STU00472,Male,Business Administration,7.6,68.5,3.48,0,0,2.4
STU01014,m,Business Administration,4.6,72.2,2.89,1,0,1.94
STU00266,Female,Business Administration,2.3,63.3,2.66,1,1,1.5
STU00739,M,Business Administration,9.3,80.2,3.67,0,1,2.05
STU00885,M,Electrical Engineering,6.1,93.6,3.34,0,0,2.91
STU00823,Male,Data Science,2.3,90.3,1.93,0,0,1.76
STU00249,M,Data Science,8.3,78.4,2.6,0,0,2.23
STU00933,Female,Electrical Engineering,9.2,89.9,3.64,0,0,1.81
STU01029,Female,Computer Engineering,11.0,93.6,3.36,0,0,2.48
STU00420,M, Data Science  ,6.0,64.1,2.63,0,0,2.07
STU00140,Female,Business Administration,4.6,69.1,3.61,0,0,2.0
STU00646,Male,Mathematics,6.9,96.7,2.59,0,0,2.27
STU00466,f,Mathematics,1.2,83.3,2.75,0,1,1.45
STU00462,F,Computer Engineering,8.0,80.7,2.55,0,0,2.1
STU00477,F,Electrical Engineering,2.8,89.1,2.05,1,0,2.36
STU00105,F,Computer Engineering,3.2,82.7,3.09,0,0,2.32
STU00636,m,Mathematics,,,,1,0,1.97
STU00150,F,Mathematics,5.5,80.7,3.46,1,0,2.85
STU01048,M,Computer Engineering,11.0,100.0,2.92,1,0,1.82
STU00403,M,Computer Engineering,8.7,96.6,2.32,0,0,2.49
STU00302,m,Economics,1.3,89.5,3.01,0,0,2.31
STU00856,M,Electrical Engineering,2.0,92.8,2.94,0,0,2.02
STU00124,m,Data Science,4.6,100.0,2.86,0,1,2.3
STU00873,m,Business Administration,8.0,80.2,3.89,1,0,2.81
STU00348,Female,Data Science,10.3,94.5,4.0,0,0,2.69
STU00368,M,Mathematics,6.4,87.7,2.94,1,0,2.11
STU00141,m,Electrical Engineering,5.5,65.1,3.49,1,0,1.99
STU00772,Female,Economics,5.1,81.2,2.93,1,0,2.37
STU00021,Female,Mathematics,1.5,87.2,4.0,1,1,2.34
STU00887,M,Mathematics,9.1,81.7,3.51,0,1,2.57
STU01041,M,Economics,4.5,87.5,2.85,1,1,1.77
STU00681,M,BUSINESS ADMINISTRATION,3.4,94.7,3.25,0,1,2.48
STU00049,f,Electrical Engineering,,,,1,1,1.77
STU00630,m,Electrical Engineering,6.0,88.2,2.68,1,0,1.96
STU00762,Female,Mathematics,1.7,100.0,1.51,1,0,1.15
STU01010,Male,Economics,1.5,92.4,4.0,1,0,2.45
STU00877,f,Economics,1.7,99.4,2.57,1,1,1.69
STU00880,m,Computer Engineering,6.2,84.5,3.0,0,1,1.99
STU00562,M,Mathematics,17.4,92.3,2.63,0,0,2.25
STU00842,f,ELECTRICAL ENGINEERING,3.7,75.6,1.53,1,0,1.68
STU01135,Male,Electrical Engineering,2.0,100.0,2.31,0,1,1.59
STU01165,M,Economics,7.8,78.6,2.14,0,0,1.84
STU01115,Male,Electrical Engineering,4.5,55.8,2.24,0,0,1.4
STU00580,M,Economics,4.1,68.6,3.06,1,1,2.06
STU01055,Female,Data Science,4.0,74.5,3.15,0,1,2.4
STU00026,f,Economics,6.2,69.3,2.03,0,1,2.2
STU01033,Female,Electrical Engineering,,,,0,1,2.19
STU01095,m,Computer Engineering,6.4,78.4,2.05,0,0,1.82
STU01006,F,Business Administration,,,,1,0,2.37
STU00767,f,Data Science,9.9,70.8,2.4,1,0,2.39
STU00077,Male,Economics,2.2,100.0,2.59,1,0,2.12
STU01107,F,Computer Engineering,4.4,76.4,3.23,0,0,2.17
STU00385,Female,Data Science,1.5,82.1,2.62,1,0,2.06
STU00852,Female,Computer Engineering,9.1,75.7,3.11,0,1,2.71
STU01002,F,Economics,2.9,90.3,3.2,0,0,1.26
STU00893,M,Economics,4.7,78.1,2.66,0,1,1.84
STU00494,Female,Data Science,8.2,60.3,3.09,0,0,1.53
STU00821,f,Economics,5.6,85.9,2.92,1,1,1.71
STU00272,f,Electrical Engineering,5.9,100.0,3.0,1,0,2.56
STU00587,Female,Data Science,1.6,89.3,3.52,1,0,2.14
STU00240,F,Computer Engineering,5.3,84.7,2.54,1,1,2.4
STU00310,Female,Computer Engineering,9.6,73.1,1.92,0,0,1.6
STU00053,m,Data Science,6.7,96.7,3.05,0,1,1.77
STU00943,F,Data Science,3.8,41.5,2.53,0,0,1.37
STU00394,M,Computer Engineering,1.3,67.7,3.72,1,1,2.07
STU01126,F,Business Administration,8.9,75.7,2.66,1,0,2.07
STU00663,f,Economics,3.6,100.0,2.97,0,1,2.16
STU01000,f,Mathematics,12.3,81.2,1.57,1,0,1.9
STU00285,Male,Electrical Engineering,3.0,97.3,3.8,0,1,2.23
STU01123,M, Economics  ,8.1,77.8,3.3,1,0,2.73
STU00155,f,Computer Engineering,3.7,79.2,2.39,1,0,1.83
STU00417,m,Electrical Engineering,6.2,62.8,2.76,1,0,1.46
STU00278,f,Business Administration,6.3,94.2,2.24,0,1,1.97
STU00810,m,Business Administration,8.3,83.1,3.14,1,0,2.49
STU00957,f,Data Science,3.5,56.8,3.58,0,0,1.59
STU01013,M,Economics,5.6,85.8,3.21,0,0,2.2
STU01074,M,Computer Engineering,4.0,42.9,1.75,1,0,1.07
STU00378,m,Computer Engineering,3.5,91.3,2.8,1,1,2.27
STU00306,Male,Electrical Engineering,,,,0,0,2.56
STU00273,m,Data Science,3.6,96.8,2.55,1,1,2.04
STU00062,m,Mathematics,4.1,100.0,1.6,0,0,1.83
STU00260,M,Business Administration,9.7,100.0,2.71,0,1,2.49
STU00718,Male,Electrical Engineering,5.0,70.7,3.35,1,0,2.06
STU00502,M,Computer Engineering,14.2,89.3,2.17,0,0,2.55
STU00919,Female,Economics,6.7,71.8,2.98,0,0,2.07
STU00481,f,Economics,7.0,95.7,3.82,1,1,2.68
STU00743,f,Computer Engineering,1.6,76.8,2.0,0,0,1.91
STU01021,Female,Business Administration,10.1,83.1,3.21,0,0,2.4
STU00111,Female,Computer Engineering,5.8,57.8,2.59,0,0,1.86
STU00915,f,Economics,0.9,71.4,2.74,1,0,2.46
STU00923,f,Data Science,9.4,89.3,3.44,1,0,2.38
STU00252,Female,Mathematics,2.7,92.3,2.71,1,0,2.51
STU00454,Male,Business Administration,3.4,99.3,2.84,1,0,2.43
STU00001,m,Data Science,3.1,84.3,3.29,0,0,1.96
STU00902,M,Computer Engineering,3.3,85.9,2.56,1,0,1.85
STU00950,M,Mathematics,6.5,67.1,2.71,1,1,2.5
STU00878,m,Data Science,6.7,56.0,3.62,0,0,2.15
STU00325,f,Data Science,7.5,74.0,2.27,0,0,2.1
STU00197,M,Mathematics,5.1,74.2,3.24,1,1,2.63
STU00988,f,Electrical Engineering,3.7,87.3,3.08,0,1,1.4
STU00068,f,Computer Engineering,6.3,100.0,3.1,0,0,2.2
STU00647,Female,Data Science,0.9,79.6,4.0,0,0,2.1
STU00940,Female,Data Science,6.1,65.6,2.67,0,0,1.86
STU00679,f,MATHEMATICS,10.0,59.7,2.32,1,1,1.55
STU00187,Male,Economics,6.5,50.2,2.5,1,1,1.54
STU00396,m,Data Science,8.7,83.6,2.58,0,1,2.19
STU00723,Male,Computer Engineering,4.7,73.2,2.58,1,0,2.28
STU00064,Female,Data Science,3.0,84.2,3.01,0,0,2.17
STU00330,Male,ELECTRICAL ENGINEERING,5.4,87.8,2.72,0,0,2.5
STU00115,Male,Business Administration,8.4,64.5,2.21,0,1,1.92
STU00863,m,Computer Engineering,6.3,73.0,3.18,1,0,2.0
STU00363,Male,Computer Engineering,2.6,63.1,3.32,0,1,2.07
STU00313,f,Economics,7.0,86.7,2.41,0,0,1.89
STU00128,m,Data Science,5.2,51.7,2.9,0,1,1.54
STU00440,f,Computer Engineering,4.0,65.5,2.48,0,1,1.51
STU00194,F,Data Science,8.3,60.2,2.23,1,0,1.98
STU01157,F,Electrical Engineering,5.9,67.9,2.0,1,1,1.92
STU00135,Male,Economics,,,,0,0,2.48
STU00984,Male,Mathematics,,,,0,1,2.0
STU00224,Male,Computer Engineering,8.3,76.0,2.18,0,0,2.07
STU00002,Female,Mathematics,5.3,51.9,2.44,1,0,1.62
STU00563,F,Computer Engineering,7.7,77.7,2.71,1,1,2.31
STU00702,M,Economics,2.7,81.8,2.97,1,1,1.65
STU00242,Male,Computer Engineering,8.9,59.1,2.92,0,1,2.49
STU00075,m,Business Administration,3.3,87.2,1.58,1,1,1.63
STU00819,F,Economics,4.6,68.9,3.16,0,1,1.63
STU01099,f,Computer Engineering,2.6,79.2,2.71,1,0,2.54
STU00359,M,Economics,6.0,86.4,2.02,1,0,2.07
STU01185,Female,Computer Engineering,9.5,85.1,2.57,1,1,2.59
STU00369,F,Business Administration,5.6,90.8,1.25,0,0,1.7
STU00938,m,Mathematics,1.2,69.7,2.14,1,1,1.38
STU00337,Male,Electrical Engineering,9.1,71.1,2.38,1,1,2.17
STU01043,Female,Economics,,,,0,1,1.73
STU00006,m,Computer Engineering,4.5,84.3,2.65,0,1,2.19
STU01039,M,Computer Engineering,4.6,75.2,3.43,0,0,2.46
STU00857,Female,Data Science,15.8,100.0,1.43,0,1,2.11
STU00248,Male,Electrical Engineering,3.1,100.0,3.41,0,0,2.74
STU00991,M,Mathematics,6.8,95.2,2.32,1,1,1.66
STU00735,Female,Economics,4.3,64.1,2.66,1,1,1.44
STU00536,f,Data Science,4.2,67.8,2.52,0,0,1.56
STU00980,Male,Mathematics,3.2,74.0,3.11,1,0,2.29
STU00955,F,Computer Engineering,7.2,64.8,3.41,1,0,1.94
STU00318,f,Business Administration,7.8,63.1,3.26,0,1,2.12
STU00056,Male,Economics,5.9,51.2,3.81,0,0,1.96
STU00383,m,Data Science,3.9,95.4,2.69,0,1,2.38
STU00555,f,Data Science,8.8,69.9,2.68,1,1,1.89
STU00357,Female,Business Administration,4.9,89.3,3.24,0,0,2.61
STU00530,F,Mathematics,2.3,53.1,3.66,0,0,1.79
STU00510,M,Business Administration,9.5,80.5,2.91,1,0,2.45
STU00546,Male,Data Science,2.9,86.3,2.43,0,0,2.05
STU01192,Female,Electrical Engineering,4.4,66.8,1.99,0,1,1.97
STU00170,f,Electrical Engineering,4.8,80.2,2.75,1,1,1.77
STU01022,F,Economics,3.0,83.5,2.19,0,0,1.51
STU01136,f,Business Administration,4.8,64.9,3.48,1,0,2.15
STU00186,Male,Data Science,6.1,66.1,2.91,0,0,1.9
STU00010,m,Economics,5.9,77.8,0.84,1,0,1.37
STU01059,Male,Business Administration,8.4,100.0,2.23,0,1,2.18
STU00686,M,Data Science,7.2,64.9,2.52,0,0,1.99
STU00909,m,Computer Engineering,3.3,71.7,3.23,0,0,2.5
STU00030,M,Electrical Engineering,10.3,70.3,3.28,0,0,2.47
STU00627,Female,Computer Engineering,6.2,82.2,3.55,1,1,2.44
STU00065,Male,Electrical Engineering,,,,1,1,1.94
STU00189,Male,Electrical Engineering,,,,1,1,2.15
STU00116,m,Economics,2.4,81.9,2.6,0,1,1.99
STU00791,Male,Electrical Engineering,5.9,66.1,1.81,0,0,1.72
STU01005,M,Electrical Engineering,4.1,63.0,2.41,0,1,1.77
STU01057,m,Mathematics,6.4,92.6,2.85,1,0,2.6
STU00765,Male,Economics,8.0,75.0,2.28,1,0,1.89
STU00994,F,Economics,8.4,73.0,3.35,1,0,2.25
STU00700,F,Economics,6.5,60.1,2.52,1,0,1.8
STU00717,f,Computer Engineering,4.6,93.2,2.76,0,1,1.71
STU00048,f,Mathematics,7.9,100.0,2.62,0,1,2.16
STU00214,f,Computer Engineering,2.8,89.0,2.4,0,0,1.67
STU00125,Female,Electrical Engineering,4.6,69.7,2.42,1,1,1.55
STU00046,Female,Data Science,10.8,87.3,2.38,1,1,2.03
STU00256,m,Electrical Engineering,0.4,58.3,3.07,1,1,1.74
STU00618,F,Mathematics,10.4,99.3,2.83,0,1,2.24
STU00854,M,Business Administration,5.0,81.6,1.91,1,0,1.7
STU00553,Female,Electrical Engineering,7.5,66.4,2.4,0,0,1.41
STU00840,m,Economics,4.1,86.7,2.16,0,1,1.44
STU00091,F,Business Administration,9.9,83.7,2.03,1,0,2.09
STU00981,F,Business Administration,5.1,78.5,2.47,1,1,1.28
STU00016,M,Computer Engineering,7.3,98.4,1.81,0,1,1.88
STU00779,Male,Data Science,10.2,89.3,3.2,0,0,2.42
STU00405,Female,Economics,5.8,91.6,4.0,0,0,2.75
STU01132,F,Computer Engineering,16.1,100.0,2.16,0,0,2.54
STU00047,m,Computer Engineering,7.3,97.5,3.36,1,0,2.17
STU00157,f,Data Science,3.6,100.0,3.4,1,0,2.04
STU00972,f,Electrical Engineering,5.6,81.9,3.12,0,0,2.05
STU00843,M,Computer Engineering,2.8,81.3,3.1,0,0,1.67
STU00812,f,Business Administration,4.4,94.0,2.37,0,0,2.68
STU00746,F,Electrical Engineering,7.7,57.5,3.78,1,1,2.17
STU00541,F,Data Science,3.4,62.3,2.53,1,0,1.84
STU00658,m,Mathematics,5.0,84.9,3.62,1,0,2.53
STU00382,Female,Business Administration,6.7,85.3,2.8,0,0,2.4
STU00218,m,Economics,8.3,71.2,1.48,0,0,2.1
STU00070,F,Computer Engineering,4.2,88.4,2.25,1,0,2.12
STU00069,F,Business Administration,3.6,100.0,2.06,0,0,2.17
STU00707,Male,Data Science,12.7,100.0,2.31,0,1,2.51
STU00090,F,Data Science,7.0,80.3,3.47,1,0,1.82
STU00674,Male,Computer Engineering,4.0,90.6,2.27,0,0,1.74
STU01003,m,Business Administration,9.2,100.0,2.1,0,0,1.99
STU00841,m,Electrical Engineering,7.7,91.1,3.47,0,0,3.17
STU00102,f,Mathematics,4.5,64.4,3.29,1,1,2.12
STU00054,M,Computer Engineering,1.9,70.4,2.56,0,1,1.19
STU00971,f,Electrical Engineering,6.4,72.4,3.17,0,0,1.73
STU00457,m,Computer Engineering,12.6,72.5,2.26,1,0,1.96
STU00614,f,Business Administration,6.6,88.1,3.07,0,0,2.63
STU01151,M,Electrical Engineering,7.2,97.4,2.72,0,0,2.43
STU00127,m,Electrical Engineering,5.4,69.6,2.84,0,0,2.0
STU00668,F,Data Science,5.4,61.8,1.79,0,0,1.68
STU00109,M,Mathematics,7.7,100.0,3.49,1,0,2.91
STU00484,f,Business Administration,,,,1,0,1.65
STU00043,M,Data Science,6.8,56.7,2.97,0,0,1.88
STU00422,Male,Economics,1.8,71.5,2.27,0,1,1.74
STU00593,Male,Mathematics,9.1,83.9,1.86,0,0,2.51
STU00939,Female,Economics,5.8,86.7,1.85,1,1,1.57
STU01024,Female,Economics,1.8,72.7,1.56,0,1,1.54
STU00588,f,Mathematics,2.7,92.5,3.23,1,1,1.73
STU00453,f,Data Science,5.7,83.0,3.07,0,1,2.27
STU00947,M,Computer Engineering,2.4,66.0,3.35,0,0,2.07
STU01028,M,Mathematics,8.5,80.1,2.11,0,0,2.22
STU00160,F,Electrical Engineering,4.6,57.8,3.31,1,0,1.87
STU00145,m,Electrical Engineering,10.5,67.9,3.76,0,0,2.73
STU01175,f,Mathematics,5.5,100.0,1.79,0,0,2.31
STU00474,M,Data Science,3.5,84.7,3.37,1,1,2.29
STU00710,m,Economics,2.4,43.6,3.35,0,0,1.79
STU01090,f,Business Administration,5.7,73.1,3.12,1,0,2.07
STU00913,M,Economics,5.4,94.4,2.69,0,1,1.75
STU00289,f,Data Science,2.6,84.6,2.55,0,1,2.29
STU00966,Female,Mathematics,4.4,66.4,2.91,0,0,1.73
STU00315,M,Mathematics,7.6,71.7,4.0,0,1,2.44
STU00749,F,Mathematics,4.8,100.0,3.18,1,1,2.45
STU00838,F,Business Administration,,,,0,0,1.19
STU00788,m,Economics,6.9,87.4,2.03,0,0,1.57
STU00468,F,Mathematics,15.5,69.4,3.49,0,1,2.27
STU00098,Female,Electrical Engineering,3.9,61.5,2.41,1,1,1.66
STU00226,m,Economics,1.6,100.0,2.58,0,1,2.23
STU00450,f,Data Science,8.6,73.6,2.6,0,1,2.03
STU00381,f,ELECTRICAL ENGINEERING,2.8,95.1,2.88,1,0,3.05
STU00618,F,Mathematics,10.4,99.3,2.83,0,1,2.24
STU00461,F,Computer Engineering,12.2,84.6,1.91,1,0,2.33
STU00815,Male,Economics,8.6,62.7,1.67,1,0,1.26
STU01062,M,Electrical Engineering,4.6,100.0,3.03,1,1,2.34
STU01183,Female, Electrical Engineering  ,4.4,88.7,2.07,1,1,2.5
