transaction_id,customer_id,timestamp,amount,merchant_category,location,customer_home_location,customer_avg_monthly_spend,is_fraud
TXN0001270,CUST00239,2025-02-15 13:10:00,251.81,Utilities,Sikasso,Sikasso,290.03,0
TXN0004049,CUST00364,2025-02-15 13:15:00,254.08,Utilities,Segou,Segou,344.37,0
TXN0008684,CUST00344,2025-02-15 13:30:00,73.51,Online Retail,Bamako,Bamako,139.82,0
TXN0003601,CUST00453,2025-02-15 13:43:00,28.02,Restaurant,Bamako,Bamako,70.43,0
TXN0010375,CUST00431,2025-02-15 14:29:00,81.7,Electronics,Segou,Segou,119.24,0
TXN0013121,CUST00082,2025-02-15 14:49:00,48.29,Utilities,Bamako,Bamako,48.72,0
TXN0005405,CUST00489,2025-02-15 15:07:00,185.47,Cash Withdrawal,Bamako,Bamako,284.25,0
TXN0016228,CUST00151,2025-02-15 15:30:00,87.38,Cash Withdrawal,Bamako,Bamako,201.46,0
TXN0002560,CUST00384,2025-02-15 15:35:00,243.75,Electronics,Kayes,Kayes,186.18,0
TXN0008042,CUST00424,2025-02-15 15:45:00,548.25,Travel,Bamako,Bamako,558.32,0
TXN0001698,CUST00393,2025-02-15 16:28:00,20.64,Travel,Sikasso,Sikasso,175.92,0
TXN0008399,CUST00128,2025-02-15 16:33:00,492.43,Restaurant,Sikasso,Sikasso,308.23,0
TXN0002851,CUST00126,2025-02-15 16:44:00,30.43,Online Retail,Mopti,Mopti,39.53,0
TXN0006600,CUST00033,2025-02-15 16:55:00,9.78,Restaurant,Kayes,Kayes,25.33,0
TXN0015999,CUST00226,2025-02-15 16:58:00,106.99,Online Retail,Sikasso,Sikasso,342.77,0
TXN0002028,CUST00119,2025-02-15 17:14:00,21.54,Electronics,Mopti,Mopti,163.67,0
TXN0011648,CUST00238,2025-02-15 17:18:00,191.82,Travel,Bamako,Bamako,647.93,0
TXN0019553,CUST00108,2025-02-15 17:21:00,305.05,Utilities,Mopti,Mopti,447.46,0
TXN0010503,CUST00078,2025-02-15 17:40:00,57.15,Mobile Money Transfer,Mopti,Mopti,269.73,0
TXN0010032,CUST00157,2025-02-15 17:44:00,41.39,Cash Withdrawal,Sikasso,Sikasso,158.84,0
TXN0008108,CUST00245,2025-02-15 17:44:00,278.63,Fuel,Bamako,Bamako,634.28,0
TXN0012076,CUST00141,2025-02-15 17:47:00,37.23,Travel,Mopti,Mopti,176.11,0
TXN0014296,CUST00153,2025-02-15 18:31:00,16.89,Groceries,Segou,Segou,261.64,0
TXN0008301,CUST00323,2025-02-15 18:52:00,229.67,Restaurant,Kayes,Kayes,396.26,0
TXN0010843,CUST00084,2025-02-15 19:00:00,156.36,Online Retail,Kayes,Kayes,395.17,0
TXN0003263,CUST00071,2025-02-15 19:12:00,71.56,Other,Segou,Segou,167.04,0
TXN0018871,CUST00174,2025-02-15 19:19:00,157.06,Fuel,Segou,Segou,383.34,0
TXN0011694,CUST00367,2025-02-15 19:39:00,126.12,Mobile Money Transfer,Segou,Segou,203.4,0
TXN0008910,CUST00043,2025-02-15 19:41:00,453.34,Mobile Money Transfer,Sikasso,Sikasso,856.11,0
TXN0018191,CUST00434,2025-02-15 19:52:00,336.0,Restaurant,Bamako,Mopti,721.84,0
TXN0018110,CUST00135,2025-02-15 19:53:00,130.98,Mobile Money Transfer,Segou,Segou,163.5,0
TXN0013349,CUST00051,2025-02-15 20:02:00,94.09,Online Retail,Kayes,Kayes,56.41,0
TXN0012204,CUST00075,2025-02-15 20:05:00,78.27,Mobile Money Transfer,Segou,Segou,112.22,0
TXN0011703,CUST00175,2025-02-15 20:15:00,102.63,Mobile Money Transfer,Kayes,Kayes,194.72,0
TXN0004152,CUST00117,2025-02-15 20:16:00,126.37,Online Retail,Sikasso,Sikasso,168.44,0
TXN0006782,CUST00272,2025-02-15 20:37:00,94.74,Cash Withdrawal,Mopti,Mopti,320.52,0
TXN0002252,CUST00055,2025-02-15 20:37:00,114.43,Fuel,Mopti,Mopti,226.04,0
TXN0019608,CUST00463,2025-02-15 20:38:00,148.32,Travel,Sikasso,Sikasso,197.12,0
TXN0019061,CUST00170,2025-02-15 21:06:00,21.93,Mobile Money Transfer,Sikasso,Sikasso,206.29,0
TXN0005975,CUST00176,2025-02-15 21:32:00,64.31,Online Retail,Sikasso,Sikasso,318.62,0
TXN0001877,CUST00017,2025-02-15 22:15:00,34.4,Mobile Money Transfer,Kayes,Kayes,55.06,0
TXN0003219,CUST00040,2025-02-15 22:28:00,83.24,Travel,Sikasso,Sikasso,125.75,0
TXN0016197,CUST00026,2025-02-15 22:55:00,93.62,Electronics,Mopti,Mopti,40.67,0
TXN0017250,CUST00212,2025-02-15 23:01:00,240.67,Mobile Money Transfer,Bamako,Bamako,545.13,0
TXN0015124,CUST00432,2025-02-15 23:09:00,73.43,Fuel,Bamako,Bamako,145.56,0
TXN0009256,CUST00100,2025-02-16 00:27:00,380.29,Cash Withdrawal,Mopti,Mopti,334.43,0
TXN0011778,CUST00140,2025-02-16 00:37:00,139.09,Other,Kayes,Kayes,220.63,0
TXN0003191,CUST00073,2025-02-16 00:43:00,158.01,Utilities,Kayes,Kayes,121.14,0
TXN0008615,CUST00401,2025-02-16 00:59:00,177.59,Travel,Kayes,Kayes,242.86,0
TXN0005636,CUST00168,2025-02-16 01:23:00,13.17,Other,Bamako,Bamako,161.56,0
TXN0009548,CUST00496,2025-02-16 02:03:00,165.56,Other,Sikasso,Sikasso,289.06,0
TXN0014945,CUST00438,2025-02-16 02:07:00,38.04,Utilities,Kayes,Kayes,65.91,0
TXN0017454,CUST00381,2025-02-16 02:43:00,381.75,Utilities,Bamako,Bamako,245.08,0
TXN0010089,CUST00047,2025-02-16 02:47:00,292.12,Mobile Money Transfer,Segou,Segou,228.87,0
TXN0018255,CUST00394,2025-02-16 02:51:00,251.47,Other,Sikasso,Sikasso,188.38,0
TXN0004260,CUST00120,2025-02-16 03:09:00,88.04,Groceries,Mopti,Mopti,201.3,0
TXN0000178,CUST00191,2025-02-16 03:10:00,207.65,Online Retail,Mopti,Mopti,216.04,0
TXN0006787,CUST00059,2025-02-16 03:31:00,133.04,Electronics,Sikasso,Sikasso,144.53,0
TXN0018928,CUST00047,2025-02-16 04:06:00,428.98,Online Retail,Segou,Segou,228.87,0
TXN0014282,CUST00088,2025-02-16 04:17:00,111.44,Online Retail,Kayes,Kayes,499.88,0
TXN0010207,CUST00134,2025-02-16 04:44:00,714.12,Utilities,Mopti,Mopti,702.83,0
TXN0006070,CUST00006,2025-02-16 05:09:00,153.34,Electronics,Kayes,Kayes,555.01,0
TXN0013361,CUST00191,2025-02-16 05:11:00,253.46,Utilities,Mopti,Mopti,216.04,0
TXN0004800,CUST00449,2025-02-16 05:36:00,18.7,Groceries,Segou,Segou,52.53,0
TXN0005296,CUST00343,2025-02-16 06:10:00,383.47,Travel,Segou,Segou,205.12,0
TXN0002325,CUST00142,2025-02-16 06:37:00,9.95,Travel,Segou,Segou,100.76,0
TXN0017419,CUST00250,2025-02-16 06:38:00,34.03,Restaurant,Segou,Segou,101.61,0
TXN0014538,CUST00098,2025-02-16 06:45:00,80.42,Fuel,Abroad - Europe,Segou,321.24,0
TXN0005680,CUST00350,2025-02-16 07:35:00,403.14,Utilities,Segou,Segou,475.2,0
TXN0001399,CUST00099,2025-02-16 07:39:00,128.99,Fuel,Segou,Bamako,178.42,0
TXN0003092,CUST00040,2025-02-16 07:41:00,78.1,Electronics,Sikasso,Sikasso,125.75,0
TXN0017688,CUST00458,2025-02-16 07:55:00,136.13,Utilities,Bamako,Kayes,370.66,0
TXN0007451,CUST00156,2025-02-16 08:17:00,120.91,Groceries,Mopti,Mopti,243.71,0
TXN0003252,CUST00247,2025-02-16 08:31:00,50.3,Mobile Money Transfer,Segou,Segou,650.27,0
TXN0006690,CUST00169,2025-02-16 08:35:00,17.13,Fuel,Sikasso,Sikasso,357.25,0
TXN0018017,CUST00132,2025-02-16 08:37:00,139.34,Groceries,Segou,Sikasso,126.04,0
TXN0011285,CUST00072,2025-02-16 08:41:00,157.11,Electronics,Mopti,Mopti,259.51,0
TXN0013338,CUST00274,2025-02-16 09:29:00,81.92,Other,Segou,Segou,125.09,0
TXN0001916,CUST00266,2025-02-16 09:41:00,137.19,Travel,Bamako,Bamako,393.69,0
TXN0017799,CUST00193,2025-02-16 09:44:00,153.06,Cash Withdrawal,Kayes,Kayes,127.54,0
TXN0011976,CUST00203,2025-02-16 09:45:00,42.73,Online Retail,Kayes,Kayes,134.15,0
TXN0017512,CUST00129,2025-02-16 09:53:00,71.05,Online Retail,Mopti,Mopti,89.25,0
TXN0007149,CUST00049,2025-02-16 10:14:00,88.74,Restaurant,Mopti,Mopti,160.7,0
TXN0011356,CUST00338,2025-02-16 10:32:00,34.76,Fuel,Sikasso,Sikasso,240.87,0
TXN0012374,CUST00125,2025-02-16 10:40:00,16.19,Fuel,Mopti,Mopti,818.01,0
TXN0000896,CUST00074,2025-02-16 10:54:00,264.21,Utilities,Sikasso,Sikasso,206.52,0
TXN0003773,CUST00274,2025-02-16 11:05:00,32.53,Groceries,Segou,Segou,125.09,0
TXN0015848,CUST00162,2025-02-16 11:08:00,23.13,Mobile Money Transfer,Bamako,Bamako,64.49,0
TXN0001211,CUST00262,2025-02-16 11:46:00,573.4,Other,Mopti,Mopti,558.17,0
TXN0001083,CUST00259,2025-02-16 12:24:00,112.74,Restaurant,Sikasso,Sikasso,145.72,0
TXN0000923,CUST00074,2025-02-16 13:27:00,111.26,Fuel,Sikasso,Sikasso,206.52,0
TXN0009652,CUST00015,2025-02-16 13:42:00,123.47,Cash Withdrawal,Sikasso,Sikasso,274.03,0
TXN0008417,CUST00082,2025-02-16 14:05:00,41.43,Other,Bamako,Bamako,48.72,0
TXN0008987,CUST00197,2025-02-16 14:34:00,31.29,Utilities,Mopti,Mopti,353.14,0
TXN0018393,CUST00404,2025-02-16 15:30:00,461.56,Fuel,Mopti,Mopti,472.74,0
TXN0004077,CUST00091,2025-02-16 16:09:00,372.89,Electronics,Mopti,Mopti,645.96,0
TXN0014922,CUST00115,2025-02-16 16:12:00,48.79,Fuel,Mopti,Mopti,118.9,0
TXN0019043,CUST00316,2025-02-16 16:14:00,116.55,Mobile Money Transfer,Segou,Segou,138.52,0
TXN0004378,CUST00465,2025-02-16 16:23:00,139.75,Mobile Money Transfer,Segou,Segou,120.62,0
TXN0018922,CUST00215,2025-02-16 16:23:00,227.59,Mobile Money Transfer,Sikasso,Sikasso,773.6,0
TXN0015998,CUST00366,2025-02-16 16:42:00,108.35,Mobile Money Transfer,Mopti,Mopti,273.97,0
TXN0013362,CUST00232,2025-02-16 16:51:00,120.73,Cash Withdrawal,Mopti,Mopti,479.27,0
TXN0013888,CUST00491,2025-02-16 17:02:00,27.13,Fuel,Bamako,Bamako,132.9,0
TXN0003255,CUST00001,2025-02-16 17:21:00,162.12,Utilities,Mopti,Mopti,817.74,0
TXN0009749,CUST00100,2025-02-16 18:06:00,92.99,Online Retail,Mopti,Mopti,334.43,0
TXN0004263,CUST00271,2025-02-16 18:27:00,43.24,Travel,Sikasso,Sikasso,309.54,0
TXN0017547,CUST00333,2025-02-16 18:31:00,20.9,Other,Kayes,Kayes,172.24,0
TXN0002058,CUST00297,2025-02-16 18:49:00,153.18,Restaurant,Segou,Segou,301.47,0
TXN0003208,CUST00010,2025-02-16 19:36:00,72.69,Online Retail,Kayes,Kayes,574.47,0
TXN0017074,CUST00414,2025-02-16 19:37:00,277.07,Fuel,Bamako,Bamako,1063.98,0
TXN0014902,CUST00255,2025-02-16 19:39:00,425.24,Online Retail,Abroad - Europe,Sikasso,210.81,1
TXN0009082,CUST00192,2025-02-16 19:47:00,216.96,Mobile Money Transfer,Kayes,Kayes,159.37,0
TXN0010599,CUST00389,2025-02-16 20:15:00,51.4,Electronics,Mopti,Mopti,354.22,0
TXN0002514,CUST00020,2025-02-16 20:16:00,278.54,Other,Segou,Segou,273.08,0
TXN0006296,CUST00443,2025-02-16 20:17:00,261.28,Mobile Money Transfer,Mopti,Mopti,308.5,0
TXN0008906,CUST00438,2025-02-16 20:19:00,10.19,Groceries,Kayes,Kayes,65.91,0
TXN0005800,CUST00000,2025-02-16 20:42:00,55.12,Groceries,Sikasso,Sikasso,322.19,0
TXN0012217,CUST00026,2025-02-16 21:13:00,67.97,Fuel,Mopti,Mopti,40.67,0
TXN0018477,CUST00424,2025-02-16 21:22:00,188.48,Groceries,Abroad - Europe,Bamako,558.32,0
TXN0008383,CUST00459,2025-02-16 21:38:00,168.31,Other,Sikasso,Sikasso,137.21,0
TXN0009356,CUST00367,2025-02-16 21:56:00,50.8,Electronics,Segou,Segou,203.4,0
TXN0019337,CUST00095,2025-02-16 22:36:00,16.41,Electronics,Segou,Segou,150.33,0
TXN0019507,CUST00131,2025-02-16 22:38:00,167.6,Online Retail,Mopti,Mopti,418.53,0
TXN0013365,CUST00306,2025-02-16 23:21:00,95.49,Fuel,Kayes,Kayes,330.39,0
TXN0008907,CUST00051,2025-02-16 23:50:00,26.7,Cash Withdrawal,Kayes,Kayes,56.41,0
TXN0004296,CUST00427,2025-02-17 00:42:00,453.49,Restaurant,Segou,Segou,622.24,0
TXN0012294,CUST00478,2025-02-17 01:04:00,73.78,Utilities,Bamako,Bamako,100.48,0
TXN0004251,CUST00463,2025-02-17 01:29:00,88.5,Utilities,Sikasso,Sikasso,197.12,0
TXN0003741,CUST00469,2025-02-17 01:29:00,108.48,Utilities,Mopti,Mopti,258.58,0
TXN0016898,CUST00268,2025-02-17 01:32:00,204.24,Groceries,Mopti,Mopti,783.95,0
TXN0015106,CUST00437,2025-02-17 02:08:00,208.28,Other,Segou,Segou,192.22,0
TXN0012643,CUST00058,2025-02-17 02:27:00,13.19,Electronics,Mopti,Mopti,63.34,0
TXN0004115,CUST00254,2025-02-17 02:37:00,72.75,Fuel,Kayes,Kayes,493.16,0
TXN0002912,CUST00205,2025-02-17 02:39:00,48.91,Travel,Kayes,Kayes,64.56,0
TXN0009904,CUST00092,2025-02-17 03:01:00,184.34,Travel,Bamako,Bamako,379.23,0
TXN0000319,CUST00464,2025-02-17 03:06:00,56.21,Travel,Sikasso,Sikasso,577.83,0
TXN0006534,CUST00157,2025-02-17 03:10:00,134.76,Cash Withdrawal,Sikasso,Sikasso,158.84,0
TXN0005140,CUST00037,2025-02-17 03:26:00,246.56,Fuel,Abroad - Europe,Kayes,238.06,0
TXN0006791,CUST00189,2025-02-17 03:30:00,23.49,Travel,Kayes,Kayes,43.54,0
TXN0015863,CUST00425,2025-02-17 04:09:00,211.25,Fuel,Segou,Segou,79.66,0
TXN0011731,CUST00411,2025-02-17 04:23:00,66.07,Restaurant,Mopti,Mopti,834.0,0
TXN0010397,CUST00335,2025-02-17 04:58:00,15.04,Restaurant,Mopti,Mopti,435.13,0
TXN0001085,CUST00402,2025-02-17 05:06:00,765.51,Restaurant,Mopti,Mopti,420.41,0
TXN0009017,CUST00108,2025-02-17 05:13:00,963.36,Other,Mopti,Mopti,447.46,0
TXN0019116,CUST00427,2025-02-17 05:18:00,106.48,Groceries,Segou,Segou,622.24,0
TXN0001183,CUST00259,2025-02-17 05:31:00,30.2,Electronics,Segou,Sikasso,145.72,0
TXN0009680,CUST00177,2025-02-17 05:34:00,50.55,Mobile Money Transfer,Kayes,Kayes,77.56,0
TXN0017623,CUST00443,2025-02-17 05:51:00,116.03,Online Retail,Mopti,Mopti,308.5,0
TXN0009274,CUST00366,2025-02-17 06:58:00,176.12,Groceries,Mopti,Mopti,273.97,0
TXN0000518,CUST00173,2025-02-17 06:59:00,244.15,Groceries,Mopti,Mopti,548.41,0
TXN0009953,CUST00090,2025-02-17 07:02:00,457.93,Restaurant,Kayes,Kayes,367.27,0
TXN0015296,CUST00188,2025-02-17 07:07:00,236.46,Fuel,Bamako,Bamako,314.47,0
TXN0005345,CUST00193,2025-02-17 07:09:00,179.1,Fuel,Kayes,Kayes,127.54,0
TXN0017820,CUST00242,2025-02-17 07:45:00,365.85,Cash Withdrawal,Kayes,Kayes,266.28,0
TXN0006260,CUST00267,2025-02-17 08:13:00,683.92,Restaurant,Segou,Segou,685.36,0
TXN0011183,CUST00293,2025-02-17 08:14:00,99.32,Restaurant,Segou,Segou,288.86,0
TXN0012618,CUST00401,2025-02-17 08:23:00,65.31,Fuel,Kayes,Kayes,242.86,0
TXN0010146,CUST00228,2025-02-17 09:01:00,144.0,Cash Withdrawal,Segou,Segou,93.65,0
TXN0016756,CUST00371,2025-02-17 09:02:00,99.66,Other,Sikasso,Segou,296.03,0
TXN0000541,CUST00330,2025-02-17 09:11:00,242.17,Cash Withdrawal,Abroad - Europe,Segou,139.95,1
TXN0012024,CUST00391,2025-02-17 09:21:00,50.69,Mobile Money Transfer,Segou,Segou,74.76,0
TXN0013227,CUST00493,2025-02-17 10:17:00,69.35,Electronics,Mopti,Mopti,193.6,0
TXN0005371,CUST00223,2025-02-17 10:20:00,174.55,Online Retail,Bamako,Bamako,387.86,0
TXN0014428,CUST00041,2025-02-17 10:36:00,208.23,Fuel,Sikasso,Sikasso,229.84,0
TXN0005023,CUST00372,2025-02-17 11:07:00,258.39,Online Retail,Abroad - Europe,Bamako,512.53,0
TXN0006336,CUST00034,2025-02-17 11:12:00,67.36,Cash Withdrawal,Sikasso,Sikasso,233.14,0
TXN0014225,CUST00370,2025-02-17 11:51:00,301.84,Restaurant,Segou,Sikasso,695.45,0
TXN0007075,CUST00395,2025-02-17 12:29:00,37.43,Other,Kayes,Kayes,188.28,0
TXN0003068,CUST00218,2025-02-17 13:04:00,89.14,Cash Withdrawal,Bamako,Bamako,390.78,0
TXN0002064,CUST00072,2025-02-17 13:38:00,153.31,Electronics,Kayes,Mopti,259.51,0
TXN0014426,CUST00233,2025-02-17 13:46:00,29.06,Online Retail,Mopti,Mopti,162.79,0
TXN0005520,CUST00274,2025-02-17 14:00:00,168.4,Online Retail,Segou,Segou,125.09,0
TXN0002107,CUST00271,2025-02-17 14:16:00,107.77,Mobile Money Transfer,Sikasso,Sikasso,309.54,0
TXN0006474,CUST00032,2025-02-17 14:35:00,174.64,Groceries,Mopti,Mopti,239.4,0
TXN0002780,CUST00225,2025-02-17 14:44:00,213.27,Electronics,Sikasso,Sikasso,349.88,0
TXN0018411,CUST00058,2025-02-17 14:57:00,14.86,Fuel,Abroad - Other,Mopti,63.34,0
TXN0003834,CUST00342,2025-02-17 15:22:00,289.9,Travel,Mopti,Mopti,255.24,0
TXN0007047,CUST00138,2025-02-17 15:22:00,327.09,Mobile Money Transfer,Bamako,Bamako,260.95,0
TXN0013095,CUST00309,2025-02-17 15:33:00,82.56,Travel,Mopti,Mopti,61.37,0
TXN0010233,CUST00073,2025-02-17 15:49:00,42.94,Restaurant,Kayes,Kayes,121.14,0
TXN0001801,CUST00245,2025-02-17 15:51:00,307.27,Electronics,Bamako,Bamako,634.28,0
TXN0003971,CUST00206,2025-02-17 16:21:00,31.58,Travel,Segou,Kayes,104.64,0
TXN0012380,CUST00293,2025-02-17 16:22:00,144.57,Other,Segou,Segou,288.86,0
TXN0002326,CUST00061,2025-02-17 16:44:00,62.92,Cash Withdrawal,Bamako,Bamako,739.7,0
TXN0011429,CUST00178,2025-02-17 16:49:00,202.05,Fuel,Bamako,Bamako,161.82,0
TXN0002240,CUST00096,2025-02-17 16:49:00,136.46,Online Retail,Bamako,Bamako,267.15,0
TXN0008384,CUST00248,2025-02-17 17:05:00,163.43,Online Retail,Segou,Segou,177.14,0
TXN0003357,CUST00219,2025-02-17 17:06:00,73.68,Utilities,Abroad - Other,Segou,52.55,1
TXN0017549,CUST00406,2025-02-17 17:21:00,1068.67,Mobile Money Transfer,Sikasso,Sikasso,911.67,0
TXN0007172,CUST00496,2025-02-17 17:29:00,179.81,Fuel,Sikasso,Sikasso,289.06,0
TXN0013020,CUST00314,2025-02-17 17:58:00,176.24,Online Retail,Sikasso,Sikasso,398.23,0
TXN0016604,CUST00144,2025-02-17 18:19:00,88.34,Online Retail,Sikasso,Sikasso,74.16,0
TXN0014310,CUST00286,2025-02-17 18:51:00,452.46,Restaurant,Mopti,Mopti,361.66,0
TXN0011002,CUST00021,2025-02-17 18:51:00,448.03,Utilities,Sikasso,Sikasso,899.06,0
TXN0005350,CUST00444,2025-02-17 18:54:00,114.62,Other,Segou,Segou,130.57,0
TXN0009474,CUST00256,2025-02-17 19:04:00,277.36,Groceries,Bamako,Bamako,331.61,0
TXN0008375,CUST00415,2025-02-17 19:09:00,52.86,Fuel,Mopti,Mopti,239.01,0
TXN0016522,CUST00080,2025-02-17 19:22:00,203.36,Online Retail,Sikasso,Sikasso,142.38,0
TXN0013220,CUST00206,2025-02-17 19:29:00,133.8,Online Retail,Kayes,Kayes,104.64,0
TXN0013018,CUST00322,2025-02-17 19:51:00,47.58,Groceries,Segou,Segou,349.29,0
TXN0003049,CUST00432,2025-02-17 20:05:00,141.22,Restaurant,Bamako,Bamako,145.56,0
TXN0004956,CUST00356,2025-02-17 20:13:00,149.36,Electronics,Bamako,Segou,290.25,0
TXN0008421,CUST00008,2025-02-17 20:16:00,306.4,Groceries,Bamako,Bamako,614.5,0
TXN0000240,CUST00328,2025-02-17 20:17:00,189.85,Electronics,Segou,Segou,786.06,0
TXN0004092,CUST00337,2025-02-17 20:26:00,12.65,Travel,Mopti,Mopti,105.61,0
TXN0003295,CUST00265,2025-02-17 20:32:00,69.43,Groceries,Kayes,Kayes,157.59,0
TXN0009549,CUST00140,2025-02-17 20:54:00,155.53,Other,Kayes,Kayes,220.63,0
TXN0013217,CUST00035,2025-02-17 21:03:00,134.02,Electronics,Kayes,Kayes,327.92,0
TXN0013325,CUST00446,2025-02-17 21:06:00,58.14,Utilities,Mopti,Mopti,103.27,0
TXN0013592,CUST00461,2025-02-17 21:20:00,75.08,Utilities,Segou,Segou,78.2,0
TXN0017489,CUST00446,2025-02-17 22:24:00,46.87,Online Retail,Mopti,Mopti,103.27,0
TXN0013015,CUST00378,2025-02-17 22:39:00,433.26,Electronics,Segou,Segou,623.8,0
TXN0014635,CUST00136,2025-02-17 22:48:00,85.43,Mobile Money Transfer,Bamako,Bamako,103.16,0
TXN0001579,CUST00249,2025-02-17 22:53:00,136.11,Groceries,Mopti,Mopti,199.31,0
TXN0003586,CUST00227,2025-02-17 23:09:00,78.04,Online Retail,Mopti,Mopti,292.41,0
TXN0003592,CUST00152,2025-02-17 23:54:00,328.57,Electronics,Mopti,Mopti,1152.77,0
TXN0013002,CUST00048,2025-02-17 23:59:00,24.07,Other,Bamako,Bamako,209.6,0
TXN0010234,CUST00400,2025-02-18 00:10:00,293.0,Restaurant,Bamako,Bamako,236.39,0
TXN0015384,CUST00193,2025-02-18 00:21:00,22.88,Fuel,Kayes,Kayes,127.54,0
TXN0000897,CUST00359,2025-02-18 00:27:00,32.44,Electronics,Kayes,Kayes,143.88,0
TXN0003481,CUST00333,2025-02-18 00:36:00,58.32,Fuel,Kayes,Kayes,172.24,0
TXN0016474,CUST00338,2025-02-18 00:36:00,32.24,Groceries,Sikasso,Sikasso,240.87,0
TXN0016778,CUST00209,2025-02-18 00:40:00,147.17,Utilities,Mopti,Mopti,287.53,0
TXN0006798,CUST00467,2025-02-18 00:58:00,376.6,Groceries,Mopti,Mopti,393.91,0
TXN0013243,CUST00317,2025-02-18 01:12:00,115.17,Fuel,Bamako,Bamako,206.13,0
TXN0014083,CUST00240,2025-02-18 01:29:00,67.43,Travel,Bamako,Bamako,305.36,0
TXN0001603,CUST00091,2025-02-18 01:44:00,902.75,Groceries,Mopti,Mopti,645.96,0
TXN0017142,CUST00253,2025-02-18 01:45:00,42.56,Travel,Mopti,Mopti,298.15,0
TXN0012246,CUST00182,2025-02-18 01:46:00,21.03,Restaurant,Kayes,Kayes,24.72,0
TXN0000712,CUST00070,2025-02-18 01:54:00,96.39,Other,Mopti,Mopti,143.99,0
TXN0009139,CUST00392,2025-02-18 02:45:00,34.48,Other,Mopti,Mopti,53.49,0
TXN0000046,CUST00451,2025-02-18 03:21:00,217.34,Cash Withdrawal,Sikasso,Sikasso,208.97,0
TXN0008102,CUST00216,2025-02-18 03:30:00,595.06,Mobile Money Transfer,Sikasso,Sikasso,413.63,0
TXN0017218,CUST00242,2025-02-18 03:57:00,84.16,Fuel,Kayes,Kayes,266.28,0
TXN0015989,CUST00035,2025-02-18 03:59:00,123.53,Travel,Kayes,Kayes,327.92,0
TXN0016894,CUST00016,2025-02-18 04:05:00,118.2,Online Retail,Kayes,Kayes,363.44,0
TXN0003883,CUST00272,2025-02-18 04:05:00,215.36,Mobile Money Transfer,Mopti,Mopti,320.52,0
TXN0015177,CUST00302,2025-02-18 04:36:00,115.46,Online Retail,Bamako,Bamako,289.5,0
TXN0001604,CUST00437,2025-02-18 04:44:00,98.17,Electronics,Segou,Segou,192.22,0
TXN0010702,CUST00243,2025-02-18 04:47:00,46.3,Mobile Money Transfer,Segou,Segou,518.3,0
TXN0014130,CUST00096,2025-02-18 04:50:00,88.05,Restaurant,Bamako,Bamako,267.15,0
TXN0014210,CUST00360,2025-02-18 05:02:00,113.24,Utilities,Mopti,Mopti,167.52,0
TXN0003211,CUST00023,2025-02-18 05:13:00,241.72,Restaurant,Bamako,Bamako,396.96,0
TXN0016720,CUST00426,2025-02-18 05:17:00,61.03,Electronics,Bamako,Bamako,196.69,0
TXN0009614,CUST00459,2025-02-18 05:31:00,51.45,Restaurant,Abroad - Europe,Sikasso,137.21,0
TXN0012417,CUST00173,2025-02-18 06:46:00,216.31,Fuel,Abroad - Other,Mopti,548.41,1
TXN0009886,CUST00305,2025-02-18 06:49:00,156.57,Fuel,Kayes,Kayes,156.63,0
TXN0006103,CUST00472,2025-02-18 06:56:00,91.94,Electronics,Kayes,Kayes,67.5,0
TXN0007745,CUST00021,2025-02-18 07:35:00,980.07,Online Retail,Sikasso,Sikasso,899.06,0
TXN0006539,CUST00285,2025-02-18 08:06:00,292.07,Groceries,Kayes,Kayes,444.92,0
TXN0006527,CUST00283,2025-02-18 08:16:00,90.93,Online Retail,Abroad - USA,Bamako,382.71,0
TXN0003709,CUST00177,2025-02-18 08:33:00,19.4,Cash Withdrawal,Kayes,Kayes,77.56,0
TXN0008970,CUST00432,2025-02-18 08:35:00,88.66,Online Retail,Bamako,Bamako,145.56,0
TXN0003446,CUST00457,2025-02-18 08:43:00,290.41,Fuel,Bamako,Bamako,274.44,0
TXN0009946,CUST00475,2025-02-18 08:48:00,28.69,Fuel,Bamako,Bamako,377.16,0
TXN0003294,CUST00488,2025-02-18 09:42:00,332.07,Restaurant,Sikasso,Sikasso,265.01,0
TXN0018494,CUST00297,2025-02-18 09:49:00,248.01,Online Retail,Segou,Segou,301.47,0
TXN0005423,CUST00367,2025-02-18 10:46:00,206.12,Online Retail,Segou,Segou,203.4,0
TXN0015522,CUST00341,2025-02-18 10:47:00,234.49,Groceries,Bamako,Bamako,209.61,0
TXN0010117,CUST00047,2025-02-18 10:56:00,108.52,Restaurant,Segou,Segou,228.87,0
TXN0008402,CUST00191,2025-02-18 11:07:00,266.05,Groceries,Mopti,Mopti,216.04,0
TXN0008527,CUST00353,2025-02-18 11:07:00,87.01,Fuel,Sikasso,Sikasso,466.51,0
TXN0001814,CUST00062,2025-02-18 11:10:00,173.64,Travel,Segou,Segou,462.54,0
TXN0004120,CUST00216,2025-02-18 11:17:00,151.8,Utilities,Sikasso,Sikasso,413.63,0
TXN0007293,CUST00031,2025-02-18 11:27:00,73.21,Mobile Money Transfer,Bamako,Bamako,43.95,0
TXN0008698,CUST00357,2025-02-18 11:41:00,386.17,Groceries,Kayes,Kayes,759.36,0
TXN0001640,CUST00404,2025-02-18 12:07:00,262.36,Utilities,Mopti,Mopti,472.74,0
